year,month,airport,passengers,departures,arrivals
2021,8,AJL,9156,4995,4161
2021,8,AMD,430853,218298,212555
2021,8,ATQ,70287,35344,34943
2021,8,BBI,161598,83053,78545
2021,8,BDQ,43443,22101,21342
2021,8,BEK,6946,3587,3359
2021,8,BHJ,1727,876,851
2021,8,BHO,61972,31895,30077
2021,8,BHU,3281,1606,1675
2021,8,BKB,867,375,492
2021,8,BLR,1183245,555437,627808
2021,8,BOM,1406793,686586,720207
2021,8,CCJ,22771,11944,10827
2021,8,CCU,803271,419393,383878
2021,8,CDP,2287,1051,1236
2021,8,CJB,97920,48728,49192
2021,8,COK,192615,82994,109621
2021,8,DBR,57771,32710,25061
2021,8,DED,62436,30781,31655
2021,8,DEL,2627878,1306448,1321430
2021,8,DGH,19977,11109,8868
2021,8,DHM,8889,4449,4440
2021,8,DIB,41954,21130,20824
2021,8,DIU,2237,1086,1151
2021,8,DMU,15386,8274,7112
2021,8,GAU,243201,138751,104450
2021,8,GAY,526,307,219
2021,8,GBI,8006,4060,3946
2021,8,GOI,298821,149810,149011
2021,8,GOP,43445,23639,19806
2021,8,GWL,16358,8105,8253
2021,8,HBX,18578,9495,9083
2021,8,HDO,2639,1312,1327
2021,8,HYD,946995,472678,474317
2021,8,IDR,142269,70583,71686
2021,8,IMF,56306,30413,25893
2021,8,ISK,7160,3558,3602
2021,8,IXA,66950,36864,30086
2021,8,IXB,147677,83119,64558
2021,8,IXC,186004,90635,95369
2021,8,IXD,30806,15493,15313
2021,8,IXE,53570,26432,27138
2021,8,IXG,25356,12982,12374
2021,8,IXI,1322,623,699
2021,8,IXJ,104086,50350,53736
2021,8,IXL,128470,68717,59753
2021,8,IXM,54721,27005,27716
2021,8,IXP,1103,572,531
2021,8,IXR,138174,74198,63976
2021,8,IXS,25557,15318,10239
2021,8,IXT,304,128,176
2021,8,IXU,19271,10024,9247
2021,8,IXX,1018,534,484
2021,8,IXY,9489,4523,4966
2021,8,IXZ,32337,16008,16329
2021,8,JAI,192561,94569,97992
2021,8,JDH,44043,21662,22381
2021,8,JGA,4190,2010,2180
2021,8,JGB,4480,2293,2187
2021,8,JLG,1559,852,707
2021,8,JLR,24686,12707,11979
2021,8,JRG,25450,13095,12355
2021,8,JRH,4638,2701,1937
2021,8,JSA,2452,1135,1317
2021,8,KJB,2915,1458,1457
2021,8,KLH,9714,4768,4946
2021,8,KNU,9076,4523,4553
2021,8,KQH,13294,6640,6654
2021,8,KUU,1141,321,820
2021,8,LKO,206464,106046,100418
2021,8,MAA,618446,300196,318250
2021,8,MAQ,21764,11041,10723
2021,8,MYQ,9152,4506,4646
2021,8,NAG,134740,68890,65850
2021,8,NDC,4337,2182,2155
2021,8,PAB,2395,1279,1116
2021,8,PAT,230612,122211,108401
2021,8,PBD,2140,1135,1005
2021,8,PGH,874,399,475
2021,8,PNQ,308873,152188,156685
2021,8,PYG,325,159,166
2021,8,RAJ,34499,17554,16945
2021,8,RJA,25703,12580,13123
2021,8,RPR,121934,61656,60278
2021,8,RUP,3262,1636,1626
2021,8,SHL,3163,1596,1567
2021,8,SLV,102,40,62
2021,8,STV,77948,38316,39632
2021,8,SXR,260464,133577,126887
2021,8,TCR,12512,6244,6268
2021,8,TEI,246,136,110
2021,8,TEZ,415,225,190
2021,8,TIR,60498,30121,30377
2021,8,TRV,54607,25892,28715
2021,8,TRZ,10953,5222,5731
2021,8,UDR,63242,31844,31398
2021,8,VDY,2780,1446,1334
2021,8,VGA,49225,25403,23822
2021,8,VNS,122846,62887,59959
2021,8,VTZ,149859,74536,75323
2021,9,AGR,5701,2997,2704
2021,9,AGX,1799,710,1089
2021,9,AJL,11194,5987,5207
2021,9,AMD,435473,217483,217990
2021,9,ATQ,73965,36151,37814
2021,9,BBI,180110,92216,87894
2021,9,BDQ,47763,24637,23126
2021,9,BEK,11140,5780,5360
2021,9,BHJ,1589,839,750
2021,9,BHO,58358,30893,27465
2021,9,BHU,5342,2689,2653
2021,9,BKB,1194,537,657
2021,9,BLR,1222931,595559,627372
2021,9,BOM,1495075,737712,757363
2021,9,CCJ,21584,11571,10013
2021,9,CCU,862367,434131,428236
2021,9,CDP,584,282,302
2021,9,CJB,110447,55876,54571
2021,9,COK,174301,87926,86375
2021,9,DBR,50150,26045,24105
2021,9,DED,69289,32660,36629
2021,9,DEL,2769243,1377368,1391875
2021,9,DGH,19345,10083,9262
2021,9,DHM,10159,5002,5157
2021,9,DIB,45029,22526,22503
2021,9,DIU,1834,942,892
2021,9,DMU,16988,9035,7953
2021,9,GAU,274339,141285,133054
2021,9,GAY,185,111,74
2021,9,GBI,7284,3773,3511
2021,9,GOI,433573,213262,220311
2021,9,GOP,40819,21243,19576
2021,9,GWL,18423,9816,8607
2021,9,HBX,17823,9098,8725
2021,9,HDO,2446,1179,1267
2021,9,HYD,923688,464458,459230
2021,9,IDR,150246,76743,73503
2021,9,IMF,68816,36733,32083
2021,9,ISK,7012,3548,3464
2021,9,IXA,81018,41799,39219
2021,9,IXB,163815,84834,78981
2021,9,IXC,198277,96280,101997
2021,9,IXD,33160,16533,16627
2021,9,IXE,57687,28579,29108
2021,9,IXG,25030,12600,12430
2021,9,IXI,1544,749,795
2021,9,IXJ,106284,50932,55352
2021,9,IXL,133834,72567,61267
2021,9,IXM,57395,29353,28042
2021,9,IXP,1148,576,572
2021,9,IXR,136210,71354,64856
2021,9,IXS,30151,16279,13872
2021,9,IXT,553,244,309
2021,9,IXU,21170,11015,10155
2021,9,IXX,378,198,180
2021,9,IXY,9269,4565,4704
2021,9,IXZ,50279,21092,29187
2021,9,JAI,218758,107276,111482
2021,9,JDH,54424,26813,27611
2021,9,JGA,5294,2480,2814
2021,9,JGB,4221,2153,2068
2021,9,JLG,1039,578,461
2021,9,JLR,29646,15379,14267
2021,9,JRG,24952,12636,12316
2021,9,JRH,6068,3269,2799
2021,9,JSA,2387,1146,1241
2021,9,KJB,2509,1303,1206
2021,9,KLH,9272,4400,4872
2021,9,KNU,9386,4921,4465
2021,9,KQH,13390,6620,6770
2021,9,KUU,1280,340,940
2021,9,LKO,215720,111055,104665
2021,9,MAA,674300,337107,337193
2021,9,MAQ,21670,11871,9799
2021,9,MYQ,9869,5029,4840
2021,9,NAG,135632,70264,65368
2021,9,NDC,2250,1206,1044
2021,9,PAB,2117,1108,1009
2021,9,PAT,205647,104201,101446
2021,9,PBD,2139,1165,974
2021,9,PGH,1423,666,757
2021,9,PNQ,342406,169990,172416
2021,9,PYG,799,347,452
2021,9,RAJ,35685,16835,18850
2021,9,RJA,21978,11218,10760
2021,9,RPR,119106,61064,58042
2021,9,RUP,2586,1336,1250
2021,9,SHL,5489,2461,3028
2021,9,SLV,198,85,113
2021,9,STV,81217,40360,40857
2021,9,SXR,269164,134067,135097
2021,9,TCR,12653,6346,6307
2021,9,TEI,731,423,308
2021,9,TEZ,582,314,268
2021,9,TIR,56615,27842,28773
2021,9,TRV,48409,26271,22138
2021,9,TRZ,12079,6076,6003
2021,9,UDR,70576,35028,35548
2021,9,VDY,635,311,324
2021,9,VGA,45095,23146,21949
2021,9,VNS,116179,57765,58414
2021,9,VTZ,133371,69172,64199
2021,10,AGR,8828,4003,4825
2021,10,AGX,2528,1195,1333
2021,10,AJL,12692,6878,5814
2021,10,AMD,520615,269688,250927
2021,10,ATQ,100767,48037,52730
2021,10,BBI,234788,114273,120515
2021,10,BDQ,63902,33003,30899
2021,10,BEK,11557,5423,6134
2021,10,BHJ,1879,915,964
2021,10,BHO,76312,37528,38784
2021,10,BHU,4733,2258,2475
2021,10,BKB,1405,611,794
2021,10,BLR,1628965,859017,769948
2021,10,BOM,2017993,1045430,972563
2021,10,CCJ,30308,16510,13798
2021,10,CCU,1212929,581309,631620
2021,10,CDP,1212,515,697
2021,10,CJB,124751,61875,62876
2021,10,COK,226396,114519,111877
2021,10,DBR,65570,29903,35667
2021,10,DED,104119,50545,53574
2021,10,DEL,3450483,1695442,1755041
2021,10,DGH,28397,13483,14914
2021,10,DHM,13956,6461,7495
2021,10,DIB,54185,27221,26964
2021,10,DIU,2806,1396,1410
2021,10,DMU,19928,10608,9320
2021,10,GAU,387894,194228,193666
2021,10,GAY,4433,2007,2426
2021,10,GBI,7906,4014,3892
2021,10,GOI,602517,307627,294890
2021,10,GOP,56654,24429,32225
2021,10,GWL,22066,10779,11287
2021,10,HBX,20534,10458,10076
2021,10,HDO,2494,1220,1274
2021,10,HYD,1176338,600000,576338
2021,10,IDR,174469,85236,89233
2021,10,IMF,82795,43771,39024
2021,10,ISK,7845,3709,4136
2021,10,IXA,98033,50243,47790
2021,10,IXB,244391,119364,125027
2021,10,IXC,242958,112886,130072
2021,10,IXD,41051,19271,21780
2021,10,IXE,80920,39442,41478
2021,10,IXG,30875,16003,14872
2021,10,IXI,1854,984,870
2021,10,IXJ,139354,65385,73969
2021,10,IXL,113668,73474,40194
2021,10,IXM,60960,29884,31076
2021,10,IXP,1334,653,681
2021,10,IXR,187606,89595,98011
2021,10,IXS,36124,18523,17601
2021,10,IXT,532,210,322
2021,10,IXU,29173,14884,14289
2021,10,IXX,441,167,274
2021,10,IXY,10207,5020,5187
2021,10,IXZ,82348,40142,42206
2021,10,JAI,294124,137364,156760
2021,10,JDH,80923,39593,41330
2021,10,JGA,7646,3570,4076
2021,10,JGB,5020,2468,2552
2021,10,JLG,1421,692,729
2021,10,JLR,38315,18389,19926
2021,10,JRG,26232,13007,13225
2021,10,JRH,8105,4302,3803
2021,10,JSA,3455,1507,1948
2021,10,KJB,3286,1731,1555
2021,10,KLH,10399,4829,5570
2021,10,KNU,12780,5913,6867
2021,10,KQH,14147,6734,7413
2021,10,KUU,1777,526,1251
2021,10,LKO,283747,131166,152581
2021,10,MAA,796742,402102,394640
2021,10,MAQ,27039,13817,13222
2021,10,MYQ,11582,5742,5840
2021,10,NAG,155539,74749,80790
2021,10,NDC,3908,1853,2055
2021,10,PAB,2089,1039,1050
2021,10,PAT,285223,120995,164228
2021,10,PBD,2747,1403,1344
2021,10,PGH,1738,788,950
2021,10,PNQ,233893,121078,112815
2021,10,PYG,3772,1681,2091
2021,10,RAJ,45345,22806,22539
2021,10,RJA,26161,12929,13232
2021,10,RPR,154075,73920,80155
2021,10,RUP,4023,2003,2020
2021,10,SAG,13156,6673,6483
2021,10,SDW,2507,1275,1232
2021,10,SHL,7122,3325,3797
2021,10,SLV,320,144,176
2021,10,STV,87353,45411,41942
2021,10,SXR,311520,170170,141350
2021,10,TCR,12999,6465,6534
2021,10,TEI,929,553,376
2021,10,TEZ,625,365,260
2021,10,TIR,59946,29633,30313
2021,10,TRV,61261,30758,30503
2021,10,TRZ,14461,6906,7555
2021,10,UDR,95441,46979,48462
2021,10,VDY,745,402,343
2021,10,VGA,53883,27082,26801
2021,10,VNS,158014,70979,87035
2021,10,VTZ,172975,86674,86301
2021,11,AGR,7084,3392,3692
2021,11,AGX,2979,1382,1597
2021,11,AJL,23527,11774,11753
2021,11,AMD,682531,338226,344305
2021,11,ATQ,140557,69853,70704
2021,11,BBI,266787,129682,137105
2021,11,BDQ,82186,40730,41456
2021,11,BEK,17027,9071,7956
2021,11,BHJ,2219,1091,1128
2021,11,BHO,93095,48464,44631
2021,11,BHU,6208,2898,3310
2021,11,BKB,2596,1237,1359
2021,11,BLR,1890268,931354,958914
2021,11,BOM,2455170,1223474,1231696
2021,11,CCJ,30383,15654,14729
2021,11,CCU,1332929,653356,679573
2021,11,CDP,594,232,362
2021,11,CJB,152105,77497,74608
2021,11,COK,279636,140470,139166
2021,11,DBR,77100,36777,40323
2021,11,DED,117233,60052,57181
2021,11,DEL,4059087,2051569,2007518
2021,11,DGH,32273,16329,15944
2021,11,DHM,13724,6618,7106
2021,11,DIB,57171,28370,28801
2021,11,DIU,3350,1677,1673
2021,11,DMU,23134,11570,11564
2021,11,GAU,395517,195681,199836
2021,11,GAY,10324,4936,5388
2021,11,GBI,7402,3771,3631
2021,11,GOI,702603,353086,349517
2021,11,GOP,71792,33699,38093
2021,11,GWL,26476,13332,13144
2021,11,HBX,20918,10600,10318
2021,11,HDO,2528,1283,1245
2021,11,HYD,1302650,660489,642161
2021,11,IDR,214711,107897,106814
2021,11,IMF,91512,48164,43348
2021,11,ISK,7436,3704,3732
2021,11,IXA,107946,55634,52312
2021,11,IXB,266090,135404,130686
2021,11,IXC,286534,138976,147558
2021,11,IXD,58004,28057,29947
2021,11,IXE,89496,43606,45890
2021,11,IXG,29411,15104,14307
2021,11,IXI,3433,1768,1665
2021,11,IXJ,146633,65998,80635
2021,11,IXL,70959,45537,25422
2021,11,IXM,69881,35726,34155
2021,11,IXP,1100,576,524
2021,11,IXR,222315,111278,111037
2021,11,IXS,31798,16267,15531
2021,11,IXT,996,523,473
2021,11,IXU,32530,16374,16156
2021,11,IXX,197,143,54
2021,11,IXY,8968,4304,4664
2021,11,IXZ,110280,53775,56505
2021,11,JAI,387159,186943,200216
2021,11,JDH,118131,55752,62379
2021,11,JGA,6773,3284,3489
2021,11,JGB,4644,2347,2297
2021,11,JLG,1358,722,636
2021,11,JLR,37137,18556,18581
2021,11,JRG,27739,14051,13688
2021,11,JRH,9994,4910,5084
2021,11,JSA,18359,9252,9107
2021,11,KBK,468,234,234
2021,11,KJB,2680,1351,1329
2021,11,KLH,9805,4588,5217
2021,11,KNU,33390,16374,17016
2021,11,KQH,15832,7580,8252
2021,11,KUU,1831,544,1287
2021,11,LKO,371727,186197,185530
2021,11,MAA,902964,467976,434988
2021,11,MAQ,32132,16411,15721
2021,11,MYQ,12721,6492,6229
2021,11,NAG,220086,114422,105664
2021,11,NDC,579,262,317
2021,11,PAB,2321,1078,1243
2021,11,PAT,414618,198022,216596
2021,11,PBD,1863,872,991
2021,11,PGH,2231,1158,1073
2021,11,PNQ,507387,251026,256361
2021,11,PYG,7466,3474,3992
2021,11,RAJ,59898,29682,30216
2021,11,RJA,28141,14288,13853
2021,11,RPR,191454,98109,93345
2021,11,RUP,3813,1931,1882
2021,11,SAG,34955,17325,17630
2021,11,SDW,3503,1721,1782
2021,11,SHL,8468,3943,4525
2021,11,SLV,428,185,243
2021,11,STV,126418,60173,66245
2021,11,SXR,317695,169958,147737
2021,11,TCR,12508,6210,6298
2021,11,TEI,1085,655,430
2021,11,TEZ,463,286,177
2021,11,TIR,64963,32787,32176
2021,11,TRV,82537,41626,40911
2021,11,TRZ,17323,8831,8492
2021,11,UDR,124496,60989,63507
2021,11,VDY,309,112,197
2021,11,VGA,60079,30135,29944
2021,11,VNS,222215,104260,117955
2021,11,VTZ,188929,95659,93270
2021,12,AGR,8466,4344,4122
2021,12,AGX,3729,1673,2056
2021,12,AIP,82,30,52
2021,12,AJL,27819,12667,15152
2021,12,AMD,668907,332384,336523
2021,12,ATQ,162918,82307,80611
2021,12,BBI,304217,151685,152532
2021,12,BDQ,81020,40227,40793
2021,12,BEK,16242,9141,7101
2021,12,BHJ,2017,1007,1010
2021,12,BHO,96193,49412,46781
2021,12,BHU,4073,1915,2158
2021,12,BKB,2607,1265,1342
2021,12,BLR,2037522,995756,1041766
2021,12,BOM,2565730,1251805,1313925
2021,12,CCJ,34089,16468,17621
2021,12,CCU,1461384,724508,736876
2021,12,CJB,181450,88130,93320
2021,12,COK,353801,165154,188647
2021,12,DBR,71531,40691,30840
2021,12,DED,125360,64397,60963
2021,12,DEL,4217185,2168661,2048524
2021,12,DGH,40845,21418,19427
2021,12,DHM,15480,7528,7952
2021,12,DIB,64325,30125,34200
2021,12,DIU,3554,1855,1699
2021,12,DMU,26749,12180,14569
2021,12,GAU,434060,208006,226054
2021,12,GAY,10927,5749,5178
2021,12,GBI,7852,3916,3936
2021,12,GOI,821571,394501,427070
2021,12,GOP,64259,36181,28078
2021,12,GWL,27614,14647,12967
2021,12,HBX,22307,11182,11125
2021,12,HDO,2734,1362,1372
2021,12,HYD,1412365,701768,710597
2021,12,IDR,231673,116865,114808
2021,12,IMF,93989,41693,52296
2021,12,ISK,7075,3484,3591
2021,12,IXA,115247,58125,57122
2021,12,IXB,279877,141168,138709
2021,12,IXC,293769,143110,150659
2021,12,IXD,59059,32233,26826
2021,12,IXE,107205,51551,55654
2021,12,IXG,29774,14845,14929
2021,12,IXI,3417,1803,1614
2021,12,IXJ,152801,71275,81526
2021,12,IXL,52436,33354,19082
2021,12,IXM,77949,38321,39628
2021,12,IXP,1196,592,604
2021,12,IXR,218119,114062,104057
2021,12,IXS,37998,18657,19341
2021,12,IXT,1126,586,540
2021,12,IXU,34758,17216,17542
2021,12,IXY,11951,5749,6202
2021,12,IXZ,124272,59524,64748
2021,12,JAI,412966,210128,202838
2021,12,JDH,119270,61229,58041
2021,12,JGA,8751,4231,4520
2021,12,JGB,5087,2532,2555
2021,12,JLG,1560,836,724
2021,12,JLR,39036,20030,19006
2021,12,JRG,29926,15155,14771
2021,12,JRH,10857,5060,5797
2021,12,JSA,26047,12897,13150
2021,12,KBK,2688,1350,1338
2021,12,KJB,3084,1587,1497
2021,12,KLH,10504,4894,5610
2021,12,KNU,28367,16011,12356
2021,12,KQH,16483,8443,8040
2021,12,KUU,1606,376,1230
2021,12,LKO,360122,198087,162035
2021,12,MAA,1049229,525415,523814
2021,12,MAQ,34911,17277,17634
2021,12,MYQ,13853,7088,6765
2021,12,NAG,227461,114949,112512
2021,12,NDC,1182,507,675
2021,12,PAB,2226,957,1269
2021,12,PAT,340394,190483,149911
2021,12,PBD,2455,1169,1286
2021,12,PGH,1908,936,972
2021,12,PNQ,560187,267109,293078
2021,12,PYG,8597,4102,4495
2021,12,RAJ,58344,28794,29550
2021,12,RJA,33797,16792,17005
2021,12,RPR,198746,99424,99322
2021,12,RUP,3512,1702,1810
2021,12,SAG,41663,20235,21428
2021,12,SDW,3466,1715,1751
2021,12,SHL,10569,5166,5403
2021,12,SLV,74,32,42
2021,12,STV,134731,64584,70147
2021,12,SXR,331667,172674,158993
2021,12,TCR,16470,7761,8709
2021,12,TEI,1194,629,565
2021,12,TEZ,471,299,172
2021,12,TIR,87586,42840,44746
2021,12,TRV,108693,51697,56996
2021,12,TRZ,19342,8796,10546
2021,12,UDR,157356,79888,77468
2021,12,VGA,70423,34791,35632
2021,12,VNS,191352,106738,84614
2021,12,VTZ,209270,100426,108844
2022,1,AGR,5263,2450,2813
2022,1,AGX,2972,1269,1703
2022,1,AJL,17291,8756,8535
2022,1,AMD,385270,192943,192327
2022,1,ATQ,94837,48543,46294
2022,1,BBI,160396,80739,79657
2022,1,BDQ,42830,21432,21398
2022,1,BEK,9016,4384,4632
2022,1,BHJ,1892,1010,882
2022,1,BHO,51596,26057,25539
2022,1,BHU,2461,1074,1387
2022,1,BKB,812,401,411
2022,1,BLR,1121981,574877,547104
2022,1,BOM,1409568,686589,722979
2022,1,CCJ,26610,14057,12553
2022,1,CCU,839773,408437,431336
2022,1,CJB,106559,55209,51350
2022,1,COK,240386,127238,113148
2022,1,DBR,29630,13208,16422
2022,1,DED,67472,36300,31172
2022,1,DEL,2327410,1131332,1196078
2022,1,DGH,20106,9641,10465
2022,1,DHM,7565,4134,3431
2022,1,DIB,43852,20217,23635
2022,1,DIU,2129,1175,954
2022,1,DMU,18066,9861,8205
2022,1,GAU,284457,138007,146450
2022,1,GAY,3309,1661,1648
2022,1,GBI,5661,2888,2773
2022,1,GOI,450421,257986,192435
2022,1,GOP,41646,19677,21969
2022,1,GWL,13797,6758,7039
2022,1,HBX,13252,6992,6260
2022,1,HDO,2116,1050,1066
2022,1,HYD,882326,447127,435199
2022,1,IDR,124920,62218,62702
2022,1,IMF,68594,37803,30791
2022,1,ISK,4548,2189,2359
2022,1,IXA,72498,31052,41446
2022,1,IXB,148295,77951,70344
2022,1,IXC,179337,88870,90467
2022,1,IXD,29000,13507,15493
2022,1,IXE,65916,36235,29681
2022,1,IXG,18038,9572,8466
2022,1,IXI,2712,1393,1319
2022,1,IXJ,107817,53179,54638
2022,1,IXL,36282,20302,15980
2022,1,IXM,51565,26159,25406
2022,1,IXP,443,211,232
2022,1,IXR,119160,59000,60160
2022,1,IXS,28647,12396,16251
2022,1,IXT,808,439,369
2022,1,IXU,17918,9258,8660
2022,1,IXY,8314,3994,4320
2022,1,IXZ,73258,40746,32512
2022,1,JAI,209117,103343,105774
2022,1,JDH,68515,35292,33223
2022,1,JGA,6170,2887,3283
2022,1,JGB,3213,1525,1688
2022,1,JLG,1495,826,669
2022,1,JLR,23339,11350,11989
2022,1,JRG,15356,7561,7795
2022,1,JRH,6912,3373,3539
2022,1,JSA,10597,5987,4610
2022,1,KBK,1857,820,1037
2022,1,KJB,2260,1219,1041
2022,1,KLH,7824,3625,4199
2022,1,KNU,11576,5310,6266
2022,1,KQH,9009,4311,4698
2022,1,KUU,1077,238,839
2022,1,LKO,205958,98709,107249
2022,1,MAA,635014,322361,312653
2022,1,MAQ,23866,12642,11224
2022,1,MYQ,7778,4141,3637
2022,1,NAG,121163,61462,59701
2022,1,NDC,1372,755,617
2022,1,PAB,1477,725,752
2022,1,PAT,187604,85706,101898
2022,1,PBD,1023,468,555
2022,1,PGH,840,377,463
2022,1,PNQ,335111,168900,166211
2022,1,PYG,5770,2824,2946
2022,1,RAJ,32527,16299,16228
2022,1,RJA,23162,11871,11291
2022,1,RPR,101638,48216,53422
2022,1,RUP,2423,1225,1198
2022,1,SAG,16558,8776,7782
2022,1,SDW,2716,1349,1367
2022,1,SHL,6439,2949,3490
2022,1,STV,75174,36485,38689
2022,1,SXR,236178,121451,114727
2022,1,TCR,11423,5871,5552
2022,1,TEI,833,441,392
2022,1,TEZ,315,200,115
2022,1,TIR,62930,31428,31502
2022,1,TRV,68737,37411,31326
2022,1,TRZ,14184,6332,7852
2022,1,UDR,74729,40100,34629
2022,1,VGA,46053,23026,23027
2022,1,VNS,109558,52049,57509
2022,1,VTZ,139490,68410,71080
2022,2,AGR,4929,2435,2494
2022,2,AGX,2953,1212,1741
2022,2,AJL,15401,8646,6755
2022,2,AMD,439133,225628,213505
2022,2,ATQ,104799,50872,53927
2022,2,BBI,204090,102373,101717
2022,2,BDQ,54246,29234,25012
2022,2,BEK,9959,5092,4867
2022,2,BHJ,1998,910,1088
2022,2,BHO,65064,33682,31382
2022,2,BHU,2978,1446,1532
2022,2,BKB,1588,759,829
2022,2,BLR,1304499,644497,660002
2022,2,BOM,1923292,967332,955960
2022,2,CCJ,24709,13175,11534
2022,2,CCU,987810,489196,498614
2022,2,CJB,110769,55266,55503
2022,2,COK,220253,115360,104893
2022,2,DBR,44107,22588,21519
2022,2,DED,77441,37069,40372
2022,2,DEL,3088092,1526754,1561338
2022,2,DGH,19091,9794,9297
2022,2,DHM,8985,4386,4599
2022,2,DIB,41244,20977,20267
2022,2,DIU,2516,1335,1181
2022,2,DMU,17091,9806,7285
2022,2,GAU,282430,143222,139208
2022,2,GAY,1569,842,727
2022,2,GBI,6884,3521,3363
2022,2,GOI,511861,250970,260891
2022,2,GOP,48460,23594,24866
2022,2,GWL,18539,9225,9314
2022,2,HBX,11519,5898,5621
2022,2,HDO,2340,1147,1193
2022,2,HJR,524,234,290
2022,2,HYD,1006983,516479,490504
2022,2,IDR,153246,77847,75399
2022,2,IMF,66414,34032,32382
2022,2,ISK,3757,1928,1829
2022,2,IXA,71554,37456,34098
2022,2,IXB,178683,92245,86438
2022,2,IXC,201166,97156,104010
2022,2,IXD,30426,15079,15347
2022,2,IXE,76037,37828,38209
2022,2,IXG,23302,11811,11491
2022,2,IXI,3161,1730,1431
2022,2,IXJ,117378,59287,58091
2022,2,IXL,53557,21139,32418
2022,2,IXM,42028,20990,21038
2022,2,IXP,796,390,406
2022,2,IXR,153160,80835,72325
2022,2,IXS,26785,13636,13149
2022,2,IXT,740,412,328
2022,2,IXU,21303,10682,10621
2022,2,IXX,101,57,44
2022,2,IXY,10061,4951,5110
2022,2,IXZ,79140,37271,41869
2022,2,JAI,282013,136896,145117
2022,2,JDH,81976,40491,41485
2022,2,JGA,8128,4038,4090
2022,2,JGB,3979,1990,1989
2022,2,JLG,359,205,154
2022,2,JLR,25649,13017,12632
2022,2,JRG,19763,10217,9546
2022,2,JRH,6081,3209,2872
2022,2,JSA,10981,5410,5571
2022,2,KBK,2998,1503,1495
2022,2,KJB,2313,1241,1072
2022,2,KLH,7615,3643,3972
2022,2,KNU,15192,7621,7571
2022,2,KQH,12867,6216,6651
2022,2,KUU,1207,249,958
2022,2,LKO,238850,119484,119366
2022,2,MAA,723295,364884,358411
2022,2,MAQ,18162,9694,8468
2022,2,MYQ,8850,4576,4274
2022,2,NAG,138125,71655,66470
2022,2,NDC,2138,987,1151
2022,2,PAB,2355,1283,1072
2022,2,PAT,254181,127938,126243
2022,2,PGH,942,452,490
2022,2,PNQ,384770,189909,194861
2022,2,PYG,6084,2777,3307
2022,2,RAJ,40513,20453,20060
2022,2,RJA,19753,10494,9259
2022,2,RPR,125580,65402,60178
2022,2,RUP,4202,2110,2092
2022,2,SAG,24698,11950,12748
2022,2,SDW,2887,1376,1511
2022,2,SHL,6819,3137,3682
2022,2,STV,79767,40406,39361
2022,2,SXR,253883,122552,131331
2022,2,TCR,10776,5388,5388
2022,2,TEI,730,471,259
2022,2,TEZ,387,267,120
2022,2,TIR,60286,29359,30927
2022,2,TRV,54490,28028,26462
2022,2,TRZ,14488,6793,7695
2022,2,UDR,99615,48879,50736
2022,2,VDY,216,117,99
2022,2,VGA,48946,25174,23772
2022,2,VNS,155474,75083,80391
2022,2,VTZ,148144,76992,71152
2022,3,AGR,9984,4953,5031
2022,3,AGX,3436,1522,1914
2022,3,AJL,24568,13139,11429
2022,3,AMD,560417,285788,274629
2022,3,ATQ,150775,75584,75191
2022,3,BBI,286721,146051,140670
2022,3,BDQ,82731,43101,39630
2022,3,BEK,15474,8018,7456
2022,3,BHJ,2345,1145,1200
2022,3,BHO,96637,49547,47090
2022,3,BHU,2197,1080,1117
2022,3,BKB,2395,1189,1206
2022,3,BLR,1974782,969708,1005074
2022,3,BOM,2526797,1255251,1271546
2022,3,CCJ,39746,20643,19103
2022,3,CCU,1335119,662172,672947
2022,3,CDP,724,386,338
2022,3,CJB,174936,89361,85575
2022,3,COK,319529,158962,160567
2022,3,DBR,50214,25265,24949
2022,3,DED,123953,61347,62606
2022,3,DEL,4114504,2079787,2034717
2022,3,DGH,39418,20598,18820
2022,3,DHM,16358,7718,8640
2022,3,DIB,60963,30665,30298
2022,3,DIU,3799,1974,1825
2022,3,DMU,23391,12867,10524
2022,3,GAU,405144,201971,203173
2022,3,GAY,7412,3728,3684
2022,3,GBI,8214,4234,3980
2022,3,GDB,2874,1447,1427
2022,3,GOI,806017,414585,391432
2022,3,GOP,57030,27524,29506
2022,3,GWL,23686,11861,11825
2022,3,HBX,20286,10497,9789
2022,3,HDO,2708,1328,1380
2022,3,HJR,1062,539,523
2022,3,HYD,1389839,698678,691161
2022,3,IDR,219850,110943,108907
2022,3,IMF,93228,52185,41043
2022,3,ISK,4600,2290,2310
2022,3,IXA,103519,54016,49503
2022,3,IXB,248799,127421,121378
2022,3,IXC,295014,145096,149918
2022,3,IXD,53747,26647,27100
2022,3,IXE,98278,47952,50326
2022,3,IXG,30404,15627,14777
2022,3,IXI,3869,2088,1781
2022,3,IXJ,150619,77406,73213
2022,3,IXL,73566,22587,50979
2022,3,IXM,61816,31132,30684
2022,3,IXR,190039,97041,92998
2022,3,IXS,36296,18649,17647
2022,3,IXT,721,401,320
2022,3,IXU,30718,15475,15243
2022,3,IXY,11022,5403,5619
2022,3,IXZ,77389,39205,38184
2022,3,JAI,370916,182903,188013
2022,3,JDH,88760,44490,44270
2022,3,JGA,9334,4610,4724
2022,3,JGB,5122,2503,2619
2022,3,JLR,39081,19848,19233
2022,3,JRG,27349,13930,13419
2022,3,JRH,9761,4886,4875
