year,month,airport,passengers,departures,arrivals
2016,2,HJR,9507,5478,4029
2016,2,HYD,828296,413387,414909
2016,2,IDR,140273,72253,68020
2016,2,IMF,61008,32030,28978
2016,2,IXA,75859,39029,36830
2016,2,IXB,98175,48616,49559
2016,2,IXC,131006,64711,66295
2016,2,IXD,3415,1677,1738
2016,2,IXE,75194,37789,37405
2016,2,IXG,8306,4082,4224
2016,2,IXI,550,260,290
2016,2,IXJ,100021,49101,50920
2016,2,IXL,20523,8974,11549
2016,2,IXM,57430,28638,28792
2016,2,IXR,61542,31147,30395
2016,2,IXS,16488,8252,8236
2016,2,IXU,25341,13165,12176
2016,2,IXZ,76916,38442,38474
2016,2,JAI,219000,110420,108580
2016,2,JDH,26599,13113,13486
2016,2,JGA,7168,3552,3616
2016,2,JLR,9832,4924,4908
2016,2,JRH,3990,1969,2021
2016,2,KUU,1363,618,745
2016,2,LKO,225328,109927,115401
2016,2,MAA,923600,464976,458624
2016,2,NAG,127661,64982,62679
2016,2,PAT,133087,64471,68616
2016,2,PBD,1418,789,629
2016,2,PGH,733,338,395
2016,2,PNQ,451433,227118,224315
2016,2,RAJ,36569,18615,17954
2016,2,RJA,17631,8998,8633
2016,2,RPR,99604,50793,48811
2016,2,SHL,675,326,349
2016,2,STV,11182,5548,5634
2016,2,SXR,167174,81470,85704
2016,2,TCR,7765,3769,3996
2016,2,TIR,33268,16515,16753
2016,2,TRV,105646,55425,50221
2016,2,TRZ,12822,6470,6352
2016,2,UDR,84968,42901,42067
2016,2,VGA,39801,20076,19725
2016,2,VNS,136974,67144,69830
2016,2,VTZ,161545,82124,79421
2016,3,AGR,1382,269,1113
2016,3,AGX,1814,928,886
2016,3,AJL,13090,6539,6551
2016,3,AMD,502893,258672,244221
2016,3,ATQ,94142,47485,46657
2016,3,BBI,175873,86949,88924
2016,3,BDQ,80586,42234,38352
2016,3,BHJ,12105,6243,5862
2016,3,BHO,51782,26540,25242
2016,3,BHU,2461,1210,1251
2016,3,BLR,1380333,693323,687010
2016,3,BOM,2613920,1295728,1318192
2016,3,CCJ,31478,15773,15705
2016,3,CCU,1004200,489368,514832
2016,3,CJB,135720,68631,67089
2016,3,COK,280739,136994,143745
2016,3,DED,61628,30972,30656
2016,3,DEL,3274512,1633597,1640915
2016,3,DGH,1411,748,663
2016,3,DHM,8360,3896,4464
2016,3,DIB,26674,13220,13454
2016,3,DIU,2717,1250,1467
2016,3,DMU,9530,4798,4732
2016,3,GAU,270479,131416,139063
2016,3,GAY,6901,3413,3488
2016,3,GOI,449877,235634,214243
2016,3,GOP,5105,2080,3025
2016,3,GWL,1204,591,613
2016,3,HBX,3255,1667,1588
2016,3,HJR,8780,5429,3351
2016,3,HYD,867021,432483,434538
2016,3,IDR,138973,71001,67972
2016,3,IMF,79673,43197,36476
2016,3,IXA,81573,42783,38790
2016,3,IXB,108934,54337,54597
2016,3,IXC,159138,82345,76793
2016,3,IXD,3516,1732,1784
2016,3,IXE,77597,38967,38630
2016,3,IXG,8913,4432,4481
2016,3,IXI,738,397,341
2016,3,IXJ,101945,49802,52143
2016,3,IXL,23431,8796,14635
2016,3,IXM,60225,29908,30317
2016,3,IXR,66925,34033,32892
2016,3,IXS,16301,8245,8056
2016,3,IXU,25141,13003,12138
2016,3,IXZ,84896,43801,41095
2016,3,JAI,244888,118904,125984
2016,3,JDH,24972,12270,12702
2016,3,JGA,6698,3248,3450
2016,3,JLR,10949,5463,5486
2016,3,JRH,4342,2111,2231
2016,3,KUU,1704,707,997
2016,3,LKO,238786,115834,122952
2016,3,MAA,978593,493018,485575
2016,3,NAG,134060,67934,66126
2016,3,PAT,153546,72483,81063
2016,3,PBD,1317,750,567
2016,3,PGH,1010,522,488
2016,3,PNQ,486621,251909,234712
2016,3,RAJ,30942,16169,14773
2016,3,RJA,19448,9985,9463
2016,3,RPR,101443,51278,50165
2016,3,SHL,1105,569,536
2016,3,STV,12467,6168,6299
2016,3,SXR,191332,92806,98526
2016,3,TCR,8264,3970,4294
2016,3,TEZ,172,74,98
2016,3,TIR,36778,18392,18386
2016,3,TRV,113244,59468,53776
2016,3,TRZ,11915,5963,5952
2016,3,UDR,85074,43282,41792
2016,3,VGA,39196,20169,19027
2016,3,VNS,150999,74012,76987
2016,3,VTZ,163048,83085,79963
2016,4,AGR,773,189,584
2016,4,AGX,1623,1623,0
2016,4,AJL,12879,5998,6881
2016,4,AMD,476938,243777,233161
2016,4,ATQ,87072,47529,39543
2016,4,BBI,156855,76922,79933
2016,4,BDQ,87484,45993,41491
2016,4,BHJ,14832,7670,7162
2016,4,BHO,59164,30359,28805
2016,4,BHU,520,257,263
2016,4,BLR,1482062,759580,722482
2016,4,BOM,2619649,1329519,1290130
2016,4,CCJ,35790,17949,17841
2016,4,CCU,946386,448031,498355
2016,4,CDP,1675,802,873
2016,4,CJB,143103,72683,70420
2016,4,COK,299392,147364,152028
2016,4,DED,68925,34023,34902
2016,4,DEL,3304222,1625883,1678339
2016,4,DGH,1552,768,784
2016,4,DHM,10310,4912,5398
2016,4,DIB,24136,12313,11823
2016,4,DIU,1618,838,780
2016,4,DMU,9405,4600,4805
2016,4,GAU,272161,130603,141558
2016,4,GAY,6319,2709,3610
2016,4,GOI,424299,217283,207016
2016,4,GOP,3119,1423,1696
2016,4,GWL,1400,644,756
2016,4,HBX,4610,2285,2325
2016,4,HJR,4999,3322,1677
2016,4,HYD,895727,453218,442509
2016,4,IDR,136846,68805,68041
2016,4,IMF,63507,33644,29863
2016,4,IXA,81956,42318,39638
2016,4,IXB,109820,54581,55239
2016,4,IXC,121273,59728,61545
2016,4,IXD,3337,1606,1731
2016,4,IXE,84507,40201,44306
2016,4,IXG,8602,4296,4306
2016,4,IXI,716,716,0
2016,4,IXJ,95756,46543,49213
2016,4,IXL,40973,18080,22893
2016,4,IXM,60703,30299,30404
2016,4,IXR,72469,36791,35678
2016,4,IXS,12718,5932,6786
2016,4,IXU,23729,12570,11159
2016,4,IXZ,84804,45850,38954
2016,4,JAI,247372,119825,127547
2016,4,JDH,23858,11513,12345
2016,4,JGA,8282,4022,4260
2016,4,JLR,11527,5747,5780
2016,4,JRH,4020,1976,2044
2016,4,KUU,2409,1016,1393
2016,4,LKO,236022,112262,123760
2016,4,MAA,984198,501463,482735
2016,4,NAG,133435,67935,65500
2016,4,PAT,161099,75696,85403
2016,4,PGH,964,430,534
2016,4,PNQ,491122,253475,237647
2016,4,RAJ,28565,13801,14764
2016,4,RJA,21874,10930,10944
2016,4,RPR,104778,52601,52177
2016,4,SHL,955,465,490
2016,4,STV,12862,6581,6281
2016,4,SXR,234513,115773,118740
2016,4,TCR,8565,4172,4393
2016,4,TEZ,489,489,0
2016,4,TIR,38214,18948,19266
2016,4,TRV,124002,62334,61668
2016,4,TRZ,12444,6303,6141
2016,4,UDR,79340,39660,39680
2016,4,VGA,45115,21643,23472
2016,4,VNS,142371,66135,76236
2016,4,VTZ,174770,88716,86054
2016,5,AGR,115,7,108
2016,5,AGX,1426,1426,0
2016,5,AJL,13693,6577,7116
2016,5,AMD,506561,260420,246141
2016,5,ATQ,79619,42558,37061
2016,5,BBI,169038,86508,82530
2016,5,BDQ,105564,55697,49867
2016,5,BHJ,15889,8535,7354
2016,5,BHO,69363,37126,32237
2016,5,BHU,1652,851,801
2016,5,BLR,1626651,777453,849198
2016,5,BOM,2844457,1414523,1429934
2016,5,CCJ,37716,17898,19818
2016,5,CCU,1028369,516925,511444
2016,5,CDP,2153,1077,1076
2016,5,CJB,162685,79063,83622
2016,5,COK,335295,156977,178318
2016,5,DED,73712,36894,36818
2016,5,DEL,3581194,1823729,1757465
2016,5,DGH,1344,706,638
2016,5,DHM,12865,5754,7111
2016,5,DIB,24771,11991,12780
2016,5,DIU,1634,841,793
2016,5,DMU,10799,5029,5770
2016,5,GAU,290355,140212,150143
2016,5,GAY,5297,2277,3020
2016,5,GOI,465027,238561,226466
2016,5,GOP,2732,1324,1408
2016,5,GWL,1215,609,606
2016,5,HBX,4038,2009,2029
2016,5,HJR,1327,798,529
2016,5,HYD,965381,476817,488564
2016,5,IDR,158841,82030,76811
2016,5,IMF,77468,38733,38735
2016,5,IXA,92317,46493,45824
2016,5,IXB,135227,66657,68570
2016,5,IXC,155848,78320,77528
2016,5,IXD,3132,1614,1518
2016,5,IXE,89152,44502,44650
2016,5,IXG,9063,4534,4529
2016,5,IXI,826,826,0
2016,5,IXJ,94734,45538,49196
2016,5,IXL,59629,29197,30432
2016,5,IXM,62820,30894,31926
2016,5,IXR,80500,41434,39066
2016,5,IXS,13887,6269,7618
2016,5,IXU,25230,13039,12191
2016,5,IXZ,94549,49688,44861
2016,5,JAI,267736,138829,128907
2016,5,JDH,23802,12453,11349
2016,5,JGA,8696,4394,4302
2016,5,JLR,12269,5716,6553
2016,5,JRH,4455,2064,2391
2016,5,KUU,2284,927,1357
2016,5,LKO,247624,126166,121458
2016,5,MAA,1093586,537986,555600
2016,5,NAG,143654,73444,70210
2016,5,PAT,156873,76602,80271
2016,5,PGH,811,350,461
2016,5,PNQ,558605,286452,272153
2016,5,RAJ,32221,15868,16353
2016,5,RJA,20416,10429,9987
2016,5,RPR,116862,59741,57121
2016,5,SHL,1270,558,712
2016,5,STV,14059,7075,6984
2016,5,SXR,281932,137771,144161
2016,5,TCR,8669,4249,4420
2016,5,TEZ,668,668,0
2016,5,TIR,46488,22514,23974
2016,5,TRV,139697,68748,70949
2016,5,TRZ,15517,7830,7687
2016,5,UDR,84411,43448,40963
2016,5,VGA,55716,27247,28469
2016,5,VNS,135750,69801,65949
2016,5,VTZ,177531,91111,86420
2016,6,AGX,1119,1119,0
2016,6,AJL,14168,7214,6954
2016,6,AMD,458225,220520,237705
2016,6,ATQ,79000,40963,38037
2016,6,BBI,155790,76092,79698
2016,6,BDQ,87564,43748,43816
2016,6,BHJ,12049,6160,5889
2016,6,BHO,59118,29980,29138
2016,6,BLR,1455804,731883,723921
2016,6,BOM,2521525,1231894,1289631
2016,6,CCJ,32163,14932,17231
2016,6,CCU,975073,476317,498756
2016,6,CDP,1501,774,727
2016,6,CJB,152656,77644,75012
2016,6,COK,292286,148050,144236
2016,6,DED,68323,35004,33319
2016,6,DEL,3397106,1769439,1627667
2016,6,DGH,729,323,406
2016,6,DHM,11561,5270,6291
2016,6,DIB,24394,12389,12005
2016,6,DIU,1286,678,608
2016,6,DMU,11500,6035,5465
2016,6,GAU,284645,143438,141207
2016,6,GAY,5030,1947,3083
2016,6,GOI,433565,223839,209726
2016,6,GOP,2755,1227,1528
2016,6,GWL,1196,587,609
2016,6,HBX,2735,1332,1403
2016,6,HJR,1223,793,430
2016,6,HYD,889755,425018,464737
2016,6,IDR,125862,62947,62915
2016,6,IMF,67045,35186,31859
2016,6,IXA,88126,43992,44134
2016,6,IXB,130470,66922,63548
2016,6,IXC,150903,77622,73281
2016,6,IXD,3091,1474,1617
2016,6,IXE,78711,37751,40960
2016,6,IXG,8642,4340,4302
2016,6,IXI,744,744,0
2016,6,IXJ,88085,42349,45736
2016,6,IXL,62201,32451,29750
2016,6,IXM,59239,29455,29784
2016,6,IXR,77962,38330,39632
2016,6,IXS,12840,5820,7020
2016,6,IXU,24809,12588,12221
2016,6,IXZ,80689,38706,41983
2016,6,JAI,240154,120957,119197
2016,6,JDH,23083,11185,11898
2016,6,JGA,7498,3659,3839
2016,6,JLR,13258,5372,7886
2016,6,JRH,4074,2127,1947
2016,6,KUU,2217,908,1309
2016,6,LKO,242583,119669,122914
2016,6,MAA,995704,494871,500833
2016,6,NAG,135241,66568,68673
2016,6,PAT,152884,73640,79244
2016,6,PGH,447,215,232
2016,6,PNQ,501048,244619,256429
2016,6,RAJ,28099,12690,15409
2016,6,RJA,18141,8981,9160
2016,6,RPR,111203,54897,56306
2016,6,SHL,1249,613,636
2016,6,STV,12324,5716,6608
2016,6,SXR,271012,136354,134658
2016,6,TCR,8382,4052,4330
2016,6,TEZ,711,711,0
2016,6,TIR,46395,22967,23428
2016,6,TRV,118111,61012,57099
2016,6,TRZ,15991,8055,7936
2016,6,UDR,76782,37309,39473
2016,6,VGA,50821,23658,27163
2016,6,VNS,126296,63223,63073
2016,6,VTZ,170611,84477,86134
2016,7,AGX,1052,1052,0
2016,7,AJL,14367,7647,6720
2016,7,AMD,492683,247411,245272
2016,7,ATQ,81748,39354,42394
2016,7,BBI,158955,80062,78893
2016,7,BDQ,91958,47272,44686
2016,7,BHJ,14031,7017,7014
2016,7,BHO,60494,31198,29296
2016,7,BLR,1614434,804431,810003
2016,7,BOM,2751752,1390912,1360840
2016,7,CCJ,35492,16221,19271
2016,7,CCU,1051286,522200,529086
2016,7,CDP,1155,593,562
2016,7,CJB,166919,82566,84353
2016,7,COK,329051,158516,170535
2016,7,DED,64207,31129,33078
2016,7,DEL,3523316,1766225,1757091
2016,7,DHM,9961,4570,5391
2016,7,DIB,26526,13579,12947
2016,7,DIU,1117,549,568
2016,7,DMU,12053,6441,5612
2016,7,GAU,316876,157189,159687
2016,7,GAY,6015,2771,3244
2016,7,GOI,460222,230825,229397
2016,7,GOP,2796,1372,1424
2016,7,GWL,1499,750,749
2016,7,HBX,2901,1490,1411
2016,7,HJR,2067,1258,809
2016,7,HYD,1003815,490435,513380
2016,7,IDR,132750,67716,65034
2016,7,IMF,65888,35849,30039
2016,7,IXA,91158,46921,44237
2016,7,IXB,108503,56195,52308
2016,7,IXC,145815,71507,74308
2016,7,IXD,3505,1658,1847
2016,7,IXE,89088,41890,47198
2016,7,IXG,8797,4411,4386
2016,7,IXI,842,842,0
2016,7,IXJ,90024,42363,47661
2016,7,IXL,58250,29941,28309
2016,7,IXM,59154,29138,30016
2016,7,IXR,87738,44711,43027
2016,7,IXS,13714,6020,7694
2016,7,IXU,27259,13940,13319
2016,7,IXZ,65441,31203,34238
2016,7,JAI,279585,138548,141037
2016,7,JDH,25249,12431,12818
2016,7,JGA,8329,4088,4241
2016,7,JLR,13290,5542,7748
2016,7,JRH,4167,2049,2118
2016,7,KUU,1988,800,1188
2016,7,LKO,263002,129831,133171
2016,7,MAA,1117663,552849,564814
2016,7,NAG,139844,71441,68403
2016,7,PAT,164683,82970,81713
2016,7,PGH,757,357,400
2016,7,PNQ,540612,273405,267207
2016,7,RAJ,32929,15236,17693
2016,7,RJA,16000,8048,7952
2016,7,RPR,110457,56092,54365
2016,7,SHL,897,475,422
2016,7,STV,13092,6523,6569
2016,7,SXR,214016,119777,94239
2016,7,TCR,8374,4062,4312
2016,7,TEZ,788,788,0
2016,7,TIR,46913,23077,23836
2016,7,TRV,133711,66193,67518
2016,7,TRZ,16379,8270,8109
2016,7,UDR,79750,38895,40855
2016,7,VGA,53585,25813,27772
2016,7,VNS,137454,67892,69562
2016,7,VTZ,180706,90655,90051
2016,8,AGX,876,411,465
2016,8,AJL,14041,7443,6598
2016,8,AMD,502686,252103,250583
2016,8,ATQ,83391,39166,44225
2016,8,BBI,151373,76990,74383
2016,8,BDQ,92701,47799,44902
2016,8,BHJ,14711,7617,7094
2016,8,BHO,59140,30826,28314
2016,8,BHU,1533,767,766
2016,8,BLR,1581963,791156,790807
2016,8,BOM,2750950,1355111,1395839
2016,8,CCJ,36571,18830,17741
2016,8,CCU,1015888,498428,517460
2016,8,CDP,447,220,227
2016,8,CJB,170554,87316,83238
2016,8,COK,343633,173798,169835
2016,8,DED,63755,32142,31613
2016,8,DEL,3406231,1691517,1714714
2016,8,DHM,9248,4262,4986
2016,8,DIB,23345,11590,11755
2016,8,DIU,1150,612,538
2016,8,DMU,10225,5270,4955
2016,8,GAU,283598,140755,142843
2016,8,GAY,5398,2539,2859
2016,8,GOI,462606,232914,229692
2016,8,GOP,2913,1406,1507
2016,8,GWL,1141,557,584
2016,8,HBX,1018,532,486
2016,8,HJR,2968,1587,1381
2016,8,HYD,1037957,518260,519697
2016,8,IDR,134102,69094,65008
2016,8,IMF,62342,33694,28648
2016,8,IXA,90212,47085,43127
2016,8,IXB,100237,51624,48613
2016,8,IXC,139817,68974,70843
2016,8,IXD,3996,2014,1982
2016,8,IXE,82952,41417,41535
2016,8,IXG,9102,4563,4539
2016,8,IXI,377,215,162
2016,8,IXJ,93915,44766,49149
2016,8,IXL,56237,29798,26439
2016,8,IXM,57030,28519,28511
2016,8,IXR,82596,41991,40605
2016,8,IXS,12325,6223,6102
2016,8,IXU,27106,14075,13031
2016,8,IXZ,71928,35776,36152
2016,8,JAI,276199,137459,138740
2016,8,JDH,23372,11557,11815
2016,8,JGA,8184,3990,4194
2016,8,JLR,14272,7320,6952
2016,8,JRH,3749,1859,1890
2016,8,KUU,1715,772,943
2016,8,LKO,263134,129372,133762
2016,8,MAA,1107137,560537,546600
2016,8,NAG,139220,70912,68308
2016,8,PAT,157363,78263,79100
2016,8,PGH,1079,541,538
2016,8,PNQ,533102,269750,263352
2016,8,RAJ,35019,16976,18043
2016,8,RJA,19560,9959,9601
2016,8,RPR,106479,54147,52332
2016,8,SHL,811,374,437
2016,8,STV,12606,6176,6430
2016,8,SXR,156748,92200,64548
2016,8,TCR,8843,4358,4485
2016,8,TEZ,365,181,184
2016,8,TIR,46453,22873,23580
2016,8,TRV,134146,69381,64765
2016,8,TRZ,15991,8351,7640
2016,8,UDR,78789,39419,39370
2016,8,VGA,62273,32043,30230
2016,8,VNS,135656,67928,67728
2016,8,VTZ,200486,101068,99418
2016,9,AGX,1134,448,686
2016,9,AJL,13381,6934,6447
2016,9,AMD,478121,239209,238912
2016,9,ATQ,86301,41141,45160
2016,9,BBI,155323,77374,77949
2016,9,BDQ,85780,44575,41205
2016,9,BHJ,14828,7475,7353
2016,9,BHO,57391,29407,27984
2016,9,BHU,1420,715,705
2016,9,BLR,1514137,775899,738238
2016,9,BOM,2680539,1325417,1355122
2016,9,CCJ,37088,19372,17716
2016,9,CCU,1051180,503234,547946
2016,9,CDP,344,171,173
2016,9,CJB,163668,83336,80332
2016,9,COK,339641,173025,166616
2016,9,DED,66514,32472,34042
2016,9,DEL,3402535,1693155,1709380
2016,9,DHM,9913,4630,5283
2016,9,DIB,20675,9939,10736
2016,9,DIU,1151,534,617
2016,9,DMU,9686,4829,4857
2016,9,GAU,312249,150301,161948
2016,9,GAY,6463,2977,3486
2016,9,GOI,471307,235682,235625
2016,9,GOP,2791,1313,1478
2016,9,GWL,1053,524,529
2016,9,HBX,1154,589,565
2016,9,HJR,2349,1299,1050
2016,9,HYD,961992,487399,474593
2016,9,IDR,122430,62225,60205
2016,9,IMF,63391,33298,30093
2016,9,IXA,93139,46274,46865
2016,9,IXB,107879,53278,54601
2016,9,IXC,136336,67476,68860
2016,9,IXD,3797,1844,1953
2016,9,IXE,76131,38859,37272
2016,9,IXG,8933,4463,4470
2016,9,IXI,379,191,188
2016,9,IXJ,100153,49325,50828
2016,9,IXL,52227,28631,23596
2016,9,IXM,56326,28187,28139
2016,9,IXR,81915,40764,41151
2016,9,IXS,12136,5952,6184
2016,9,IXU,26199,13755,12444
2016,9,IXZ,73247,36828,36419
2016,9,JAI,260907,128679,132228
2016,9,JDH,23972,11821,12151
2016,9,JGA,7155,3639,3516
2016,9,JLR,14119,7087,7032
2016,9,JRH,3717,1807,1910
2016,9,KUU,2137,885,1252
2016,9,LKO,262148,126154,135994
2016,9,MAA,1090631,561515,529116
2016,9,NAG,131537,67322,64215
2016,9,PAT,155716,74627,81089
2016,9,PGH,1129,549,580
2016,9,PNQ,514601,260697,253904
2016,9,RAJ,33927,16298,17629
2016,9,RJA,17047,8803,8244
2016,9,RPR,101555,51560,49995
2016,9,SHL,1219,567,652
2016,9,STV,12208,6050,6158
2016,9,SXR,144695,75014,69681
2016,9,TCR,8792,4347,4445
2016,9,TEZ,262,120,142
2016,9,TIR,43421,21427,21994
2016,9,TRV,136004,70773,65231
2016,9,TRZ,15931,8618,7313
2016,9,UDR,82936,41561,41375
2016,9,VGA,55824,28995,26829
2016,9,VNS,131586,63900,67686
2016,9,VTZ,179388,91105,88283
2016,10,AGR,1243,254,989
2016,10,AGX,1473,1473,0
2016,10,AJL,18656,10009,8647
2016,10,AMD,492605,255682,236923
2016,10,ATQ,92274,40099,52175
2016,10,BBI,194217,92640,101577
2016,10,BDQ,86434,46202,40232
2016,10,BHJ,14643,7290,7353
2016,10,BHO,54563,27390,27173
2016,10,BHU,1455,702,753
2016,10,BLR,1697087,883258,813829
2016,10,BOM,2611929,1369492,1242437
2016,10,CCJ,32887,16528,16359
2016,10,CCU,1224284,582281,642003
2016,10,CDP,241,141,100
2016,10,CJB,159368,78575,80793
2016,10,COK,346066,168602,177464
2016,10,DED,79253,39023,40230
2016,10,DEL,3519356,1740835,1778521
2016,10,DHM,8084,3856,4228
2016,10,DIB,24938,12211,12727
2016,10,DIU,1297,618,679
2016,10,DMU,11834,5881,5953
2016,10,GAU,343636,168992,174644
2016,10,GAY,7385,3306,4079
2016,10,GOI,481754,242162,239592
2016,10,GOP,10576,5001,5575
2016,10,GWL,1377,631,746
2016,10,HBX,1304,672,632
2016,10,HJR,6701,4143,2558
2016,10,HYD,1058678,525518,533160
2016,10,IDR,127538,62176,65362
2016,10,IMF,73340,35773,37567
2016,10,IXA,97641,50745,46896
2016,10,IXB,128791,62126,66665
2016,10,IXC,151347,70331,81016
2016,10,IXD,4426,1967,2459
2016,10,IXE,76535,36856,39679
2016,10,IXG,8745,4133,4612
2016,10,IXI,904,904,0
2016,10,IXJ,103581,46903,56678
2016,10,IXL,34472,22274,12198
2016,10,IXM,56364,27108,29256
2016,10,IXR,98356,46483,51873
2016,10,IXS,19466,9057,10409
2016,10,IXU,25059,12748,12311
2016,10,IXZ,108459,52922,55537
2016,10,JAI,275596,130597,144999
2016,10,JDH,22830,10904,11926
2016,10,JGA,6409,3231,3178
2016,10,JLR,14960,5969,8991
2016,10,JRH,3920,1967,1953
2016,10,KUU,2319,1047,1272
2016,10,LKO,279716,124406,155310
2016,10,MAA,1096971,544616,552355
2016,10,NAG,146431,71731,74700
2016,10,PAT,180659,79579,101080
2016,10,PGH,1153,556,597
2016,10,PNQ,518426,276828,241598
2016,10,RAJ,33546,16034,17512
2016,10,RJA,23381,11563,11818
2016,10,RPR,111654,53137,58517
2016,10,SHL,1377,691,686
2016,10,STV,13201,6781,6420
2016,10,SXR,139929,78873,61056
2016,10,TCR,8816,4376,4440
2016,10,TEZ,657,657,0
2016,10,TIR,40545,20004,20541
2016,10,TRV,132074,67297,64777
2016,10,TRZ,14604,7634,6970
2016,10,UDR,90577,44362,46215
2016,10,VGA,61007,28706,32301
2016,10,VNS,155115,71423,83692
2016,10,VTZ,199801,99206,100595
2016,11,AGR,1361,313,1048
2016,11,AGX,1605,777,828
2016,11,AJL,21578,10989,10589
2016,11,AMD,572044,275609,296435
2016,11,ATQ,89761,44972,44789
2016,11,BBI,196111,98948,97163
2016,11,BDQ,87623,43086,44537
2016,11,BHJ,15575,7856,7719
2016,11,BHO,49377,25892,23485
2016,11,BHU,1897,959,938
2016,11,BLR,1723443,839218,884225
2016,11,BOM,2660789,1287373,1373416
2016,11,CCJ,31646,16323,15323
2016,11,CCU,1205714,599013,606701
2016,11,CDP,275,143,132
2016,11,CJB,162818,83837,78981
2016,11,COK,368351,185159,183192
2016,11,DED,79731,41225,38506
2016,11,DEL,3673888,1877295,1796593
2016,11,DHM,7676,3779,3897
2016,11,DIB,26060,13047,13013
2016,11,DIU,942,479,463
2016,11,DMU,12574,6145,6429
2016,11,GAU,343128,169348,173780
2016,11,GAY,1904,893,1011
2016,11,GOI,526505,262524,263981
2016,11,GOP,9289,4596,4693
2016,11,GWL,1497,746,751
2016,11,HBX,1473,757,716
2016,11,HJR,8345,5040,3305
2016,11,HYD,1095496,542349,553147
2016,11,IDR,145590,75521,70069
2016,11,IMF,68976,37315,31661
2016,11,IXA,97534,51052,46482
2016,11,IXB,132308,69488,62820
2016,11,IXC,162775,83405,79370
2016,11,IXD,5117,2525,2592
2016,11,IXE,72445,36921,35524
2016,11,IXG,7173,3551,3622
2016,11,IXI,649,419,230
2016,11,IXJ,103980,49320,54660
2016,11,IXL,19586,12538,7048
2016,11,IXM,57216,28655,28561
2016,11,IXR,107002,55654,51348
2016,11,IXS,20713,10490,10223
2016,11,IXU,23714,12417,11297
2016,11,IXZ,116866,58140,58726
2016,11,JAI,299874,150755,149119
2016,11,JDH,32147,16439,15708
2016,11,JGA,4637,2143,2494
2016,11,JLR,14309,6782,7527
2016,11,JRH,5142,2503,2639
2016,11,KUU,1926,912,1014
2016,11,LKO,310630,155993,154637
2016,11,MAA,1109230,565614,543616
2016,11,NAG,172792,90240,82552
2016,11,PAT,214257,107620,106637
2016,11,PGH,1474,756,718
2016,11,PNQ,562651,276010,286641
2016,11,RAJ,31288,14833,16455
2016,11,RJA,22497,11479,11018
2016,11,RPR,119245,61279,57966
2016,11,SHL,1165,555,610
2016,11,STV,13314,6337,6977
2016,11,SXR,97536,52286,45250
2016,11,TCR,8560,4263,4297
2016,11,TEZ,268,259,9
2016,11,TIR,45721,22706,23015
2016,11,TRV,138882,73121,65761
2016,11,TRZ,13867,7647,6220
2016,11,UDR,98456,49372,49084
2016,11,VGA,62102,31637,30465
2016,11,VNS,181333,91057,90276
2016,11,VTZ,199569,102797,96772
2016,12,AGR,1205,275,930
2016,12,AGX,2148,1020,1128
2016,12,AJL,23519,11048,12471
2016,12,AMD,592658,292647,300011
2016,12,ATQ,86816,42420,44396
2016,12,BBI,251279,124625,126654
2016,12,BDQ,95425,47462,47963
2016,12,BHJ,18115,8855,9260
2016,12,BHO,51658,26223,25435
2016,12,BHU,1717,872,845
2016,12,BLR,1816957,905756,911201
2016,12,BOM,2945909,1460922,1484987
2016,12,BUP,611,290,321
2016,12,CCJ,37165,17594,19571
2016,12,CCU,1363179,666745,696434
2016,12,CDP,75,52,23
2016,12,CJB,175463,85944,89519
2016,12,COK,400012,193932,206080
2016,12,DED,73033,38274,34759
2016,12,DEL,3788440,1967074,1821366
2016,12,DHM,7808,3891,3917
2016,12,DIB,28237,13985,14252
2016,12,DIU,1957,947,1010
2016,12,DMU,16041,7684,8357
2016,12,GAU,399192,194242,204950
2016,12,GAY,7631,3870,3761
2016,12,GOI,573864,278007,295857
2016,12,GWL,1094,563,531
2016,12,HBX,1821,941,880
2016,12,HJR,5980,3194,2786
2016,12,HYD,1167497,570224,597273
2016,12,IDR,178959,90425,88534
2016,12,IMF,76073,36433,39640
2016,12,IXA,113176,57924,55252
2016,12,IXB,150088,74754,75334
2016,12,IXC,137275,69735,67540
2016,12,IXD,3213,1614,1599
2016,12,IXE,84550,41304,43246
2016,12,IXG,8895,4405,4490
2016,12,IXI,531,283,248
2016,12,IXJ,103549,49113,54436
2016,12,IXL,20846,14117,6729
2016,12,IXM,59726,28694,31032
2016,12,IXR,116143,58401,57742
2016,12,IXS,22857,11637,11220
2016,12,IXU,28699,14549,14150
2016,12,IXZ,122614,59506,63108
2016,12,JAI,302882,152923,149959
2016,12,JDH,35404,17551,17853
2016,12,JGA,6200,3018,3182
2016,12,JLR,16153,8077,8076
2016,12,JRH,6389,3123,3266
2016,12,KNU,1197,583,614
2016,12,KUU,538,211,327
2016,12,LKO,301641,152962,148679
2016,12,MAA,1146031,569956,576075
2016,12,NAG,183413,92258,91155
2016,12,PAT,189125,94652,94473
2016,12,PGH,784,361,423
2016,12,PNQ,577346,287398,289948
2016,12,RAJ,37009,18296,18713
2016,12,RJA,20474,10094,10380
2016,12,RPR,136101,68373,67728
2016,12,SHL,1297,607,690
2016,12,STV,17954,8487,9467
2016,12,SXR,122380,63530,58850
2016,12,TCR,8318,4070,4248
2016,12,TEZ,85,52,33
2016,12,TIR,43638,21405,22233
2016,12,TRV,155313,77381,77932
2016,12,TRZ,13815,7417,6398
2016,12,UDR,112696,56412,56284
